date,store,product,category,quantity_sold,price_per_unit,discount_applied,total_sales,returned
2023-02-13,Cerritos,SkyFlakes,Snacks,4,10.67,0.0,42.68,0
2023-06-19,Las Vegas,Frozen Lumpia,Frozen Goods,5,2.43,0.0,12.15,0
2023-03-09,Cerritos,Pandesal,Dry Goods,4,4.1,0.0,16.4,0
2023-09-18,Las Vegas,Soy Sauce,Condiments,1,14.21,1.42,14.21,0
2023-05-13,San Diego,Polvoron,Snacks,4,11.35,0.0,45.4,0
2023-05-22,San Diego,Pandesal,Dry Goods,3,6.58,0.0,19.74,0
2023-11-22,Las Vegas,Rice,Dry Goods,1,10.15,0.51,10.15,0
2023-08-24,San Diego,Tocino,Frozen Goods,4,13.65,0.0,54.6,1
2023-03-23,San Diego,Dried Fish,Dry Goods,5,2.0,0.0,10.0,0
2023-10-06,Cerritos,Bagoong,Condiments,4,6.4,0.0,25.6,0
2023-12-17,San Diego,Frozen Lumpia,Frozen Goods,2,3.78,0.38,7.56,0
2023-03-05,Cerritos,Soy Sauce,Condiments,1,7.77,0.0,7.77,0
2023-05-24,Las Vegas,Rice,Dry Goods,1,10.41,0.52,10.41,0
2023-12-15,San Diego,Banana Ketchup,Condiments,2,3.27,0.0,6.54,0
2023-10-16,San Diego,Tocino,Frozen Goods,4,12.44,0.0,49.76,0
2023-03-16,Las Vegas,Boy Bawang,Snacks,1,5.28,0.26,5.28,0
2023-06-30,San Diego,Frozen Lumpia,Frozen Goods,4,6.43,0.0,25.72,0
2023-08-07,San Diego,Ube Ice Cream,Frozen Goods,2,8.1,0.0,16.2,0
2023-01-31,San Diego,Frozen Lumpia,Frozen Goods,0,5.38,0.54,0.0,0
2023-12-04,Cerritos,Bagoong,Condiments,2,6.36,0.64,12.72,0
2023-12-02,Cerritos,Ube Ice Cream,Frozen Goods,4,4.23,0.21,16.92,0
2023-08-11,San Diego,Rice,Dry Goods,5,3.42,0.0,17.1,0
2023-05-05,Las Vegas,Soy Sauce,Condiments,2,13.04,0.0,26.08,0
2023-01-26,San Diego,Pandesal,Dry Goods,3,3.38,0.17,10.14,0
2023-05-25,Las Vegas,Ube Ice Cream,Frozen Goods,3,14.53,1.45,43.59,0
2023-03-06,San Diego,Boy Bawang,Snacks,1,2.94,0.15,2.94,0
2023-04-07,Cerritos,Longganisa,Frozen Goods,4,5.36,0.0,21.44,0
2023-04-25,San Diego,Ube Ice Cream,Frozen Goods,0,12.93,0.0,0.0,0
2023-02-19,Cerritos,Polvoron,Snacks,3,14.06,0.0,42.18,0
2023-11-11,Las Vegas,Vinegar,Condiments,3,4.4,0.66,13.2,0
2023-01-22,Cerritos,Banana Ketchup,Condiments,6,9.88,0.49,59.28,1
2023-11-08,San Diego,Vinegar,Condiments,2,3.46,0.0,6.92,0
2023-12-03,San Diego,Boy Bawang,Snacks,5,6.5,0.0,32.5,0
2023-11-17,San Diego,Chippy,Snacks,2,3.96,0.0,7.92,0
2023-11-16,Cerritos,Vinegar,Condiments,2,4.7,0.0,9.4,0
2023-09-06,San Diego,Vinegar,Condiments,5,2.83,0.0,14.15,0
2023-06-17,Cerritos,Chippy,Snacks,5,12.6,0.0,63.0,0
2023-04-11,Las Vegas,Polvoron,Snacks,5,9.91,0.5,49.55,0
2023-11-14,San Diego,Dried Fish,Dry Goods,3,8.51,0.43,25.53,0
2023-09-28,Cerritos,Ube Ice Cream,Frozen Goods,4,1.21,0.12,4.84,0
2023-03-22,San Diego,Boy Bawang,Snacks,6,6.7,0.67,40.2,0
2023-04-17,San Diego,Instant Noodles,Dry Goods,4,9.04,0.9,36.16,0
2023-10-24,Cerritos,SkyFlakes,Snacks,1,5.65,0.0,5.65,0
2023-11-05,Las Vegas,Frozen Lumpia,Frozen Goods,4,6.99,0.0,27.96,0
2023-09-12,Las Vegas,Longganisa,Frozen Goods,2,4.69,0.0,9.38,0
2023-10-24,San Diego,Frozen Lumpia,Frozen Goods,1,6.21,0.31,6.21,0
2023-12-24,Las Vegas,Pandesal,Dry Goods,4,10.43,1.04,41.72,0
2023-03-18,San Diego,Rice,Dry Goods,2,2.18,0.22,4.36,0
2023-04-10,San Diego,Instant Noodles,Dry Goods,3,12.63,0.0,37.89,0
2023-07-27,San Diego,Boy Bawang,Snacks,2,13.84,0.0,27.68,0
2023-04-13,Cerritos,Polvoron,Snacks,0,3.36,0.0,0.0,0
2023-09-07,Las Vegas,Polvoron,Snacks,3,14.14,0.0,42.42,0
2023-05-15,Cerritos,Soy Sauce,Condiments,0,7.08,0.0,0.0,0
2023-05-08,Cerritos,Chippy,Snacks,3,7.23,1.08,21.69,0
2023-05-14,Las Vegas,SkyFlakes,Snacks,3,1.04,0.0,3.12,0
2023-01-23,Cerritos,Chippy,Snacks,5,1.17,0.0,5.85,0
2023-12-24,San Diego,Boy Bawang,Snacks,2,8.16,0.0,16.32,0
2023-10-01,San Diego,Boy Bawang,Snacks,3,5.89,0.29,17.67,0
2023-11-26,San Diego,Instant Noodles,Dry Goods,4,8.7,0.0,34.8,0
2023-02-15,San Diego,Bagoong,Condiments,3,1.93,0.29,5.79,0
2023-01-15,Las Vegas,Boy Bawang,Snacks,1,3.61,0.0,3.61,0
2023-10-24,Las Vegas,Frozen Lumpia,Frozen Goods,4,13.74,1.37,54.96,0
2023-06-21,San Diego,SkyFlakes,Snacks,2,12.42,0.0,24.84,0
2023-11-14,Cerritos,Banana Ketchup,Condiments,2,13.01,1.3,26.02,0
2023-05-10,Cerritos,Bagoong,Condiments,2,5.66,0.0,11.32,0
2023-05-01,San Diego,Pandesal,Dry Goods,2,10.01,0.5,20.02,0
2023-03-02,Las Vegas,Dried Fish,Dry Goods,5,1.1,0.0,5.5,0
2023-10-19,Las Vegas,Dried Fish,Dry Goods,1,1.4,0.14,1.4,0
2023-12-06,San Diego,Vinegar,Condiments,5,1.07,0.16,5.35,0
2023-11-21,Cerritos,Chippy,Snacks,5,2.4,0.24,12.0,0
2023-04-23,Cerritos,Instant Noodles,Dry Goods,4,1.01,0.05,4.04,1
2023-11-07,Cerritos,Tocino,Frozen Goods,5,7.27,0.36,36.35,0
2023-02-26,Cerritos,Vinegar,Condiments,2,9.16,0.0,18.32,0
2023-07-03,Las Vegas,Polvoron,Snacks,8,14.76,0.0,118.08,0
2023-04-23,Cerritos,SkyFlakes,Snacks,1,14.7,0.0,14.7,0
2023-11-13,San Diego,Vinegar,Condiments,2,9.57,0.48,19.14,0
2023-06-04,Las Vegas,Instant Noodles,Dry Goods,2,3.26,0.0,6.52,0
2023-04-07,Las Vegas,Frozen Lumpia,Frozen Goods,4,3.35,0.5,13.4,0
2023-04-25,Cerritos,Chippy,Snacks,4,8.17,0.0,32.68,0
2023-06-12,Las Vegas,Vinegar,Condiments,1,10.86,0.0,10.86,0
2023-12-27,Cerritos,Instant Noodles,Dry Goods,1,9.58,0.0,9.58,0
2023-04-18,Cerritos,Tocino,Frozen Goods,0,4.49,0.45,0.0,0
2023-08-31,Cerritos,Vinegar,Condiments,2,12.85,0.0,25.7,0
2023-07-22,San Diego,Vinegar,Condiments,4,1.2,0.0,4.8,0
2023-06-10,San Diego,Chippy,Snacks,2,7.57,0.76,15.14,0
2023-01-09,Las Vegas,Ube Ice Cream,Frozen Goods,7,4.92,0.0,34.44,0
2023-10-22,San Diego,Instant Noodles,Dry Goods,2,13.62,1.36,27.24,0
2023-01-09,San Diego,SkyFlakes,Snacks,4,6.86,0.0,27.44,0
2023-11-18,San Diego,Longganisa,Frozen Goods,2,8.18,0.0,16.36,0
2023-03-31,Cerritos,Vinegar,Condiments,1,6.98,0.0,6.98,0
2023-09-13,Las Vegas,Chippy,Snacks,3,9.96,0.0,29.88,0
2023-10-24,San Diego,Pandesal,Dry Goods,2,9.83,0.0,19.66,0
2023-01-25,Cerritos,Longganisa,Frozen Goods,5,4.28,0.0,21.4,0
2023-12-01,Las Vegas,Banana Ketchup,Condiments,2,3.87,0.19,7.74,0
2023-03-04,Cerritos,Banana Ketchup,Condiments,0,9.81,1.47,0.0,0
2023-04-03,San Diego,Rice,Dry Goods,3,9.72,0.0,29.16,0
2023-06-09,Cerritos,SkyFlakes,Snacks,2,14.51,0.0,29.02,0
2023-09-01,Las Vegas,Pandesal,Dry Goods,4,8.18,0.0,32.72,0
2023-03-19,Cerritos,Pandesal,Dry Goods,5,4.84,0.0,24.2,0
2023-12-06,Las Vegas,Longganisa,Frozen Goods,2,14.54,0.0,29.08,0
2023-10-04,Cerritos,Bagoong,Condiments,1,10.79,0.0,10.79,0
2023-04-11,Las Vegas,Instant Noodles,Dry Goods,2,9.23,0.0,18.46,0
2023-05-12,Las Vegas,SkyFlakes,Snacks,2,10.37,1.04,20.74,0
2023-07-09,Las Vegas,Instant Noodles,Dry Goods,0,7.6,0.0,0.0,0
2023-08-19,San Diego,Tocino,Frozen Goods,4,13.91,0.0,55.64,0
2023-10-29,San Diego,SkyFlakes,Snacks,4,13.96,1.4,55.84,0
2023-07-13,San Diego,Rice,Dry Goods,1,2.38,0.0,2.38,0
2023-11-17,Las Vegas,Longganisa,Frozen Goods,1,5.43,0.0,5.43,0
2023-10-24,Las Vegas,SkyFlakes,Snacks,3,12.84,1.28,38.52,0
2023-04-21,Cerritos,Pandesal,Dry Goods,2,11.14,1.11,22.28,0
2023-09-13,Cerritos,Dried Fish,Dry Goods,5,10.93,0.0,54.65,0
2023-07-21,Cerritos,Bagoong,Condiments,2,8.74,0.0,17.48,0
2023-10-30,San Diego,Vinegar,Condiments,0,3.8,0.0,0.0,0
2023-05-17,Las Vegas,Frozen Lumpia,Frozen Goods,4,2.25,0.0,9.0,0
2023-07-08,San Diego,Dried Fish,Dry Goods,3,13.02,0.0,39.06,0
2023-05-18,Cerritos,Tocino,Frozen Goods,3,7.83,0.78,23.49,0
2023-09-07,Cerritos,Pandesal,Dry Goods,3,12.5,0.0,37.5,0
2023-06-01,Las Vegas,Rice,Dry Goods,2,9.87,0.99,19.74,0
2023-09-28,San Diego,Boy Bawang,Snacks,2,6.32,0.63,12.64,0
2023-06-12,Las Vegas,Chippy,Snacks,5,14.97,0.0,74.85,0
2023-07-10,Las Vegas,Dried Fish,Dry Goods,5,13.07,1.31,65.35,0
2023-03-06,Las Vegas,Polvoron,Snacks,5,10.05,0.0,50.25,0
2023-07-31,Cerritos,Ube Ice Cream,Frozen Goods,5,4.9,0.0,24.5,0
2023-07-07,Las Vegas,Dried Fish,Dry Goods,2,9.27,0.0,18.54,0
2023-02-22,Las Vegas,Bagoong,Condiments,3,14.13,1.41,42.39,0
2023-01-21,Cerritos,Ube Ice Cream,Frozen Goods,1,8.83,0.0,8.83,0
2023-08-05,Cerritos,Frozen Lumpia,Frozen Goods,4,12.74,0.0,50.96,0
2023-06-30,San Diego,Chippy,Snacks,1,9.98,0.0,9.98,0
2023-08-08,Cerritos,Polvoron,Snacks,3,5.82,0.0,17.46,0
2023-04-29,Cerritos,Frozen Lumpia,Frozen Goods,5,7.66,1.15,38.3,0
2023-05-30,Las Vegas,Boy Bawang,Snacks,6,1.28,0.0,7.68,0
2023-11-07,Las Vegas,Soy Sauce,Condiments,4,6.94,0.0,27.76,0
2023-05-28,San Diego,Bagoong,Condiments,4,10.99,0.0,43.96,0
2023-10-29,Las Vegas,Pandesal,Dry Goods,1,5.98,0.0,5.98,0
2023-08-15,Las Vegas,Boy Bawang,Snacks,2,12.88,0.0,25.76,0
2023-04-07,Las Vegas,Banana Ketchup,Condiments,3,4.3,0.0,12.9,0
2023-01-27,Las Vegas,Banana Ketchup,Condiments,3,1.49,0.0,4.47,0
2023-04-13,San Diego,Tocino,Frozen Goods,4,8.18,0.41,32.72,0
2023-01-30,Cerritos,Pandesal,Dry Goods,2,7.19,0.0,14.38,0
2023-03-28,Las Vegas,Longganisa,Frozen Goods,7,6.78,0.34,47.46,0
2023-10-02,San Diego,Instant Noodles,Dry Goods,2,11.48,0.57,22.96,0
2023-07-08,San Diego,Instant Noodles,Dry Goods,1,6.99,0.0,6.99,0
2023-08-22,San Diego,Soy Sauce,Condiments,2,9.57,0.48,19.14,0
2023-12-21,Las Vegas,Bagoong,Condiments,5,7.1,0.0,35.5,0
2023-05-19,Cerritos,Bagoong,Condiments,3,13.02,0.0,39.06,0
2023-05-07,Las Vegas,Vinegar,Condiments,2,4.23,0.0,8.46,0
2023-11-11,Cerritos,SkyFlakes,Snacks,6,5.96,0.6,35.76,0
2023-01-26,San Diego,Chippy,Snacks,4,14.87,0.0,59.48,0
2023-12-11,Cerritos,Polvoron,Snacks,2,13.54,1.35,27.08,0
2023-07-19,Cerritos,SkyFlakes,Snacks,4,10.8,0.0,43.2,0
2023-09-20,San Diego,Pandesal,Dry Goods,1,3.71,0.0,3.71,0
2023-07-21,San Diego,Polvoron,Snacks,3,13.2,0.66,39.6,0
2023-04-15,Cerritos,Tocino,Frozen Goods,3,6.45,0.0,19.35,0
2023-09-23,Cerritos,Vinegar,Condiments,2,6.01,0.0,12.02,0
2023-01-17,Las Vegas,Chippy,Snacks,6,8.77,0.44,52.62,0
2023-03-16,San Diego,Instant Noodles,Dry Goods,4,11.51,0.0,46.04,0
2023-06-11,Cerritos,Banana Ketchup,Condiments,4,13.48,1.35,53.92,1
2023-02-16,Cerritos,Chippy,Snacks,7,8.54,0.0,59.78,0
2023-02-19,Las Vegas,Banana Ketchup,Condiments,1,13.35,0.0,13.35,0
2023-07-03,Cerritos,Ube Ice Cream,Frozen Goods,1,4.43,0.22,4.43,0
2023-03-12,San Diego,Rice,Dry Goods,2,3.54,0.0,7.08,0
2023-08-22,Cerritos,Bagoong,Condiments,3,7.66,1.15,22.98,0
2023-12-26,Cerritos,Vinegar,Condiments,3,2.0,0.1,6.0,0
2023-02-14,Las Vegas,Rice,Dry Goods,1,14.37,0.0,14.37,0
2023-12-25,Cerritos,Banana Ketchup,Condiments,5,7.2,0.0,36.0,1
2023-06-10,San Diego,Tocino,Frozen Goods,2,8.53,0.0,17.06,0
2023-01-01,Cerritos,Ube Ice Cream,Frozen Goods,5,4.99,0.0,24.95,0
2023-06-13,Cerritos,SkyFlakes,Snacks,2,8.13,0.81,16.26,0
2023-12-14,Las Vegas,Tocino,Frozen Goods,3,9.88,0.0,29.64,0
2023-04-26,Las Vegas,Ube Ice Cream,Frozen Goods,3,11.87,0.0,35.61,0
2023-05-29,San Diego,Bagoong,Condiments,1,11.88,0.0,11.88,0
2023-04-26,Cerritos,Chippy,Snacks,5,6.97,0.0,34.85,0
2023-06-13,Las Vegas,Dried Fish,Dry Goods,3,11.51,0.0,34.53,0
2023-03-20,Cerritos,Dried Fish,Dry Goods,0,6.71,0.34,0.0,0
2023-01-02,Cerritos,Tocino,Frozen Goods,5,7.61,0.0,38.05,0
2023-09-26,Las Vegas,Boy Bawang,Snacks,1,1.08,0.0,1.08,0
2023-01-21,Las Vegas,Pandesal,Dry Goods,6,2.19,0.0,13.14,0
2023-11-29,Cerritos,SkyFlakes,Snacks,5,3.43,0.0,17.15,0
2023-04-12,Las Vegas,Longganisa,Frozen Goods,2,5.92,0.59,11.84,0
2023-09-30,Cerritos,Rice,Dry Goods,3,6.21,0.31,18.63,0
2023-06-23,Cerritos,Polvoron,Snacks,3,10.88,0.0,32.64,0
2023-07-01,San Diego,Banana Ketchup,Condiments,3,1.77,0.27,5.31,0
2023-01-03,Cerritos,Rice,Dry Goods,2,13.95,1.4,27.9,0
2023-12-16,Cerritos,Vinegar,Condiments,1,6.09,0.0,6.09,0
2023-08-11,Las Vegas,Vinegar,Condiments,8,2.8,0.28,22.4,0
2023-02-03,San Diego,Polvoron,Snacks,2,8.01,0.0,16.02,0
2023-05-20,Las Vegas,Ube Ice Cream,Frozen Goods,4,12.4,0.0,49.6,0
2023-04-11,San Diego,Ube Ice Cream,Frozen Goods,1,8.09,0.0,8.09,0
2023-02-06,San Diego,Polvoron,Snacks,0,11.55,0.0,0.0,0
2023-11-25,Las Vegas,Rice,Dry Goods,1,9.19,0.0,9.19,0
2023-05-26,Cerritos,Polvoron,Snacks,3,14.05,0.0,42.15,0
2023-09-27,San Diego,Boy Bawang,Snacks,4,4.98,0.5,19.92,0
2023-06-17,San Diego,Chippy,Snacks,3,9.57,0.0,28.71,0
2023-03-09,Cerritos,Instant Noodles,Dry Goods,1,5.37,0.0,5.37,0
2023-02-05,Cerritos,Banana Ketchup,Condiments,5,12.79,0.0,63.95,0
2023-04-29,San Diego,Dried Fish,Dry Goods,4,2.49,0.0,9.96,0
2023-06-23,San Diego,Chippy,Snacks,3,1.36,0.07,4.08,0
2023-05-24,San Diego,Boy Bawang,Snacks,6,11.85,0.0,71.1,0
2023-10-27,Las Vegas,Tocino,Frozen Goods,2,1.28,0.0,2.56,0
2023-11-14,Cerritos,Banana Ketchup,Condiments,2,10.52,0.0,21.04,0
2023-11-04,Cerritos,Chippy,Snacks,2,11.8,0.0,23.6,0
2023-09-01,Cerritos,Frozen Lumpia,Frozen Goods,6,8.33,0.0,49.98,0
2023-08-23,San Diego,Frozen Lumpia,Frozen Goods,2,9.08,0.0,18.16,0
2023-10-03,Cerritos,Dried Fish,Dry Goods,4,7.27,0.73,29.08,0
2023-05-06,San Diego,Ube Ice Cream,Frozen Goods,5,5.2,0.0,26.0,0
2023-09-18,Las Vegas,Frozen Lumpia,Frozen Goods,0,13.18,0.0,0.0,0
2023-08-05,Cerritos,Instant Noodles,Dry Goods,7,8.9,0.0,62.3,0
2023-06-19,San Diego,Boy Bawang,Snacks,2,14.28,0.0,28.56,0
2023-01-05,Las Vegas,Boy Bawang,Snacks,5,13.25,1.33,66.25,0
2023-09-19,Las Vegas,Pandesal,Dry Goods,4,13.7,0.0,54.8,0
2023-01-10,San Diego,Polvoron,Snacks,2,12.64,0.0,25.28,0
2023-10-07,San Diego,Dried Fish,Dry Goods,0,6.82,0.34,0.0,0
2023-05-05,Las Vegas,Tocino,Frozen Goods,6,13.94,0.7,83.64,0
2023-04-18,San Diego,Chippy,Snacks,1,6.41,0.0,6.41,0
2023-03-08,Las Vegas,Boy Bawang,Snacks,0,2.87,0.0,0.0,0
2023-09-05,Cerritos,Ube Ice Cream,Frozen Goods,4,11.05,0.55,44.2,0
2023-03-02,Las Vegas,Dried Fish,Dry Goods,2,2.28,0.0,4.56,0
2023-04-26,Cerritos,Ube Ice Cream,Frozen Goods,4,1.64,0.0,6.56,0
2023-09-30,San Diego,SkyFlakes,Snacks,2,12.47,1.87,24.94,0
2023-04-12,San Diego,Instant Noodles,Dry Goods,5,7.31,0.0,36.55,0
2023-07-23,Cerritos,Ube Ice Cream,Frozen Goods,1,5.65,0.0,5.65,0
2023-07-27,Las Vegas,Frozen Lumpia,Frozen Goods,7,11.28,0.0,78.96,0
2023-05-14,Las Vegas,Dried Fish,Dry Goods,4,1.43,0.0,5.72,0
2023-03-20,Cerritos,Instant Noodles,Dry Goods,6,6.19,0.0,37.14,0
2023-08-06,Cerritos,Chippy,Snacks,6,5.54,0.0,33.24,0
2023-11-17,Cerritos,Ube Ice Cream,Frozen Goods,2,10.63,1.59,21.26,0
2023-04-06,Las Vegas,SkyFlakes,Snacks,3,10.39,0.0,31.17,0
2023-06-26,Las Vegas,Soy Sauce,Condiments,2,9.53,0.0,19.06,0
2023-07-09,San Diego,Dried Fish,Dry Goods,3,10.28,0.0,30.84,0
2023-08-27,Las Vegas,Tocino,Frozen Goods,4,1.86,0.0,7.44,0
2023-02-05,San Diego,Soy Sauce,Condiments,3,10.71,1.07,32.13,0
2023-08-01,Las Vegas,Ube Ice Cream,Frozen Goods,3,11.13,1.11,33.39,0
2023-01-14,Las Vegas,Tocino,Frozen Goods,3,10.34,0.0,31.02,0
2023-03-24,Cerritos,Tocino,Frozen Goods,2,9.7,0.0,19.4,0
2023-07-13,Cerritos,Ube Ice Cream,Frozen Goods,4,6.45,0.0,25.8,0
2023-04-27,Las Vegas,Bagoong,Condiments,4,6.37,0.0,25.48,0
2023-08-31,Cerritos,Instant Noodles,Dry Goods,1,12.71,0.0,12.71,0
2023-09-29,Las Vegas,Pandesal,Dry Goods,3,6.62,0.33,19.86,0
2023-05-26,San Diego,Frozen Lumpia,Frozen Goods,4,7.16,0.36,28.64,0
2023-05-08,Las Vegas,Instant Noodles,Dry Goods,2,8.14,0.0,16.28,0
2023-02-16,Las Vegas,Chippy,Snacks,2,13.24,0.0,26.48,0
2023-07-12,San Diego,Tocino,Frozen Goods,3,6.06,0.61,18.18,0
2023-01-27,San Diego,Tocino,Frozen Goods,5,6.28,0.63,31.4,0
2023-09-28,San Diego,Boy Bawang,Snacks,3,11.17,1.12,33.51,0
2023-03-16,Cerritos,Rice,Dry Goods,3,2.26,0.0,6.78,0
2023-10-21,San Diego,Dried Fish,Dry Goods,1,4.94,0.0,4.94,0
2023-05-16,Cerritos,Longganisa,Frozen Goods,2,14.52,0.0,29.04,0
2023-09-12,Cerritos,Tocino,Frozen Goods,3,10.9,0.0,32.7,0
2023-11-23,Las Vegas,Vinegar,Condiments,2,1.16,0.0,2.32,0
2023-05-24,San Diego,Chippy,Snacks,3,8.68,0.0,26.04,0
2023-03-17,Cerritos,Instant Noodles,Dry Goods,1,2.99,0.15,2.99,0
2023-05-08,Cerritos,Rice,Dry Goods,2,14.32,1.43,28.64,0
2023-10-30,Cerritos,Longganisa,Frozen Goods,5,4.25,0.0,21.25,0
2023-08-01,Las Vegas,Chippy,Snacks,2,12.72,0.0,25.44,0
2023-05-25,Las Vegas,Banana Ketchup,Condiments,3,8.92,0.0,26.76,0
2023-06-23,San Diego,Soy Sauce,Condiments,3,6.36,0.64,19.08,0
2023-03-24,Cerritos,Dried Fish,Dry Goods,3,13.08,0.0,39.24,0
2023-04-27,Cerritos,Polvoron,Snacks,3,2.55,0.26,7.65,0
2023-08-14,Cerritos,Boy Bawang,Snacks,5,11.21,0.0,56.05,1
2023-06-07,San Diego,Vinegar,Condiments,5,13.85,0.0,69.25,0
2023-08-17,Las Vegas,Rice,Dry Goods,2,6.96,0.35,13.92,0
2023-05-14,Cerritos,Frozen Lumpia,Frozen Goods,3,12.45,1.87,37.35,0
2023-10-15,Cerritos,Rice,Dry Goods,0,3.38,0.0,0.0,0
2023-07-13,San Diego,Pandesal,Dry Goods,4,8.64,0.0,34.56,0
2023-04-24,Cerritos,Tocino,Frozen Goods,4,9.14,0.0,36.56,0
2023-04-14,San Diego,Pandesal,Dry Goods,2,2.38,0.0,4.76,0
2023-09-19,Las Vegas,Tocino,Frozen Goods,5,14.19,0.0,70.95,0
2023-07-10,Cerritos,Polvoron,Snacks,1,10.43,0.0,10.43,0
2023-03-06,Las Vegas,SkyFlakes,Snacks,4,8.11,0.0,32.44,0
2023-11-28,San Diego,Ube Ice Cream,Frozen Goods,4,7.21,0.0,28.84,0
2023-04-11,San Diego,Instant Noodles,Dry Goods,2,13.06,0.0,26.12,0
2023-12-01,Las Vegas,Boy Bawang,Snacks,0,6.59,0.99,0.0,0
2023-09-06,San Diego,Longganisa,Frozen Goods,4,2.14,0.0,8.56,0
2023-02-22,Las Vegas,Vinegar,Condiments,1,2.87,0.0,2.87,0
2023-12-01,San Diego,Longganisa,Frozen Goods,2,14.98,0.0,29.96,0
2023-10-02,Cerritos,Rice,Dry Goods,3,12.6,0.0,37.8,0
2023-07-02,Cerritos,Banana Ketchup,Condiments,3,5.81,0.0,17.43,0
2023-07-02,San Diego,Longganisa,Frozen Goods,4,8.64,0.0,34.56,0
2023-03-12,Las Vegas,SkyFlakes,Snacks,3,13.38,0.0,40.14,0
2023-05-09,Cerritos,Frozen Lumpia,Frozen Goods,4,5.69,0.0,22.76,0
2023-03-31,Cerritos,SkyFlakes,Snacks,5,10.93,1.09,54.65,0
2023-12-13,Cerritos,Instant Noodles,Dry Goods,0,4.03,0.0,0.0,0
2023-08-13,San Diego,Bagoong,Condiments,3,10.66,1.6,31.98,0
2023-04-24,Cerritos,Boy Bawang,Snacks,2,12.92,1.29,25.84,0
2023-07-15,Las Vegas,Pandesal,Dry Goods,3,12.34,0.0,37.02,0
2023-07-24,Las Vegas,Boy Bawang,Snacks,5,11.14,1.11,55.7,0
2023-02-09,San Diego,Bagoong,Condiments,4,12.88,0.0,51.52,0
2023-09-01,Cerritos,Instant Noodles,Dry Goods,4,7.94,0.0,31.76,0
2023-05-31,San Diego,Frozen Lumpia,Frozen Goods,2,5.01,0.25,10.02,0
2023-07-23,San Diego,Pandesal,Dry Goods,4,4.51,0.45,18.04,0
2023-12-13,San Diego,Instant Noodles,Dry Goods,3,11.98,0.0,35.94,0
2023-03-09,Las Vegas,Banana Ketchup,Condiments,5,2.83,0.0,14.15,0
2023-11-18,Cerritos,Bagoong,Condiments,6,3.34,0.0,20.04,0
2023-10-17,Cerritos,Pandesal,Dry Goods,2,14.58,0.0,29.16,0
2023-02-19,San Diego,Polvoron,Snacks,1,13.85,0.0,13.85,0
2023-10-04,Las Vegas,Polvoron,Snacks,1,1.7,0.0,1.7,0
2023-06-25,Las Vegas,Banana Ketchup,Condiments,4,13.75,0.69,55.0,0
2023-03-18,San Diego,Rice,Dry Goods,3,7.74,0.0,23.22,1
2023-04-25,Cerritos,Polvoron,Snacks,4,5.93,0.0,23.72,0
2023-08-09,Las Vegas,Banana Ketchup,Condiments,3,3.45,0.34,10.35,0
2023-12-22,San Diego,Tocino,Frozen Goods,7,11.94,0.0,83.58,0
2023-04-26,San Diego,Chippy,Snacks,2,5.71,0.0,11.42,0
2023-04-23,Cerritos,Vinegar,Condiments,1,4.08,0.0,4.08,0
2023-08-05,San Diego,SkyFlakes,Snacks,2,4.32,0.0,8.64,0
2023-10-07,San Diego,SkyFlakes,Snacks,2,11.21,0.0,22.42,0
2023-10-09,Las Vegas,Boy Bawang,Snacks,4,5.69,0.0,22.76,0
2023-12-31,Cerritos,Vinegar,Condiments,2,7.94,0.0,15.88,0
2023-03-15,Las Vegas,Soy Sauce,Condiments,4,9.39,0.94,37.56,0
2023-07-04,Las Vegas,Tocino,Frozen Goods,3,2.06,0.0,6.18,0
2023-01-30,Cerritos,Ube Ice Cream,Frozen Goods,1,13.11,0.0,13.11,0
2023-11-01,Las Vegas,Boy Bawang,Snacks,2,11.43,0.0,22.86,0
2023-07-07,San Diego,Frozen Lumpia,Frozen Goods,2,7.65,0.0,15.3,0
2023-11-17,Las Vegas,Polvoron,Snacks,4,7.13,0.0,28.52,1
2023-12-05,Las Vegas,SkyFlakes,Snacks,2,1.6,0.0,3.2,0
2023-12-01,San Diego,Dried Fish,Dry Goods,4,8.11,0.81,32.44,0
2023-03-04,Cerritos,Instant Noodles,Dry Goods,3,8.91,0.0,26.73,0
2023-11-16,San Diego,Dried Fish,Dry Goods,2,1.14,0.0,2.28,0
2023-09-21,Cerritos,Bagoong,Condiments,1,4.1,0.61,4.1,0
2023-12-05,Cerritos,SkyFlakes,Snacks,3,5.15,0.0,15.45,0
2023-11-29,Las Vegas,Rice,Dry Goods,7,1.08,0.16,7.56,0
2023-03-07,San Diego,Rice,Dry Goods,3,2.86,0.0,8.58,0
2023-06-24,Las Vegas,Longganisa,Frozen Goods,4,11.16,0.0,44.64,0
2023-08-23,San Diego,Boy Bawang,Snacks,3,3.26,0.0,9.78,0
2023-01-25,Cerritos,Instant Noodles,Dry Goods,3,13.91,0.0,41.73,0
2023-08-14,Las Vegas,Bagoong,Condiments,5,1.59,0.0,7.95,0
2023-11-09,Cerritos,Bagoong,Condiments,3,9.24,0.46,27.72,0
2023-04-26,Cerritos,Pandesal,Dry Goods,1,9.31,0.93,9.31,0
2023-02-24,Las Vegas,SkyFlakes,Snacks,3,5.4,0.81,16.2,0
2023-05-06,San Diego,Polvoron,Snacks,4,8.45,0.0,33.8,0
2023-09-14,Las Vegas,Soy Sauce,Condiments,2,12.33,1.23,24.66,0
